FishCode,Pond,SizeClass,SizeClass_Eco,AssayClass,TLEN,FLEN,RWT,Liver,Gonad,SexStage,Sex,Stage,Fgut,Egut,Contents,Fullness,Rock_num,Rock_mass,DigestedArthropoda_num,DigestedArthropoda_mass,TerrestrialInvert_num,TerrestrialInvert_num,Cambaridae_num,Cambaridae_mass,Corixidae_num,Corixidae_mass,Dytiscidae_num,Dytiscidae_mass,Belostomatidae_num,Belostomatidae_mass,Amphipoda_num,Amphipoda_mass,Bivalvia_num,Bivalvia_mass,Gastropoda_num,Gastropoda_mass,Hydrachnidia_num,Hydrachnidia_mass,CladCop_num,CladCop_mass,Anisoptera_num,Anisoptera_mass,Zygoptera_num,Zygoptera_mass,Chaoboridae_num,Chaoboridae_mass,Chironomidae_num,Chironomidae_mass,Tipulidae_num,Tipulidae_mass,Stratiomyidae_num,Stratiomyidae_mass,Trichoptera_num,Trichoptera_mass,Ephemeroptera_num,Ephemeroptera_mass,Hirudinae_num,Hirudinae_mass,Oligochaeta_num,Oligochaeta_mass,Stickle_num,Stickle_mass,FatH_num,FatH_mass,RBD_num,RBD_mass,PU_num,PU_mass,Fish_num,Fish_mass,Vegetation_num,Vegetation_mass,ContentMass,Date,Day,Month,Year,FormDate,JulianDate,Sample,Comments,GSI,HSI,SHSI,GUSI,GFI,GFI2,CaptureMethod,ParasiteLoad,PS_WB_YG,PS_WB_BS,PS_MU_BS,PS_MU_YG,MesLip,MesInd,MusLipP,LivProt,GonProt
PU-GSP-224,GSP,I,S,G,66,62,4.908,0.072,0.257,M30,M,30,0.233,0.199,~40 zoops: 0.022,F,,,,,,,,,,,,,,,,,,,,,,,40,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,18/5/2021,18,5,2021,5/18/2021,138,10,,5.525693399,1.488833747,0.015723957,4.225950308,0.692746536,1.140994295,T,,,,,,,,,,
PU-GSP-225,GSP,I,B,N,126,120,40.908,1.056,2.268,F30,F,30,2.653,1.692,1 pump: 0.811,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.811,,,,,0.811,6/6/2021,6,6,2021,6/6/2021,157,11,,5.869565217,2.649804276,0.028097063,4.314565483,2.349173756,4.331671067,T,3,,,,,,,,,
PU-GSP-226,GSP,I,B,N,141,133,60.497,0.973,0.727,M30,M,30,2.619,2.575,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/6/2021,6,6,2021,6/6/2021,157,11,,1.216329262,1.634634769,0.016548463,4.445633783,0.072730879,0.072730879,T,3,,,,,,,,,
PU-GSP-227,GSP,I,I,G,101,95,18.495,0.378,2.221,F30,F,30,0.791,0.635,1 mayfly: 0.041; 1 odo: 0.084,F,,,,,,,,,,,,,,,,,,,,,,,,,1,0.084,,,,,,,,,,,,,1,0.041,,,,,,,,,,,,,,,,,0.125,6/6/2021,6,6,2021,6/6/2021,157,11,,13.64753595,2.086438152,0.023779567,3.555431131,0.843471208,1.519329549,T,2,,,,,0.0145,0.959947037,,,
PU-GSP-228,GSP,I,B,N,125,115,40.477,0.699,4.336,F30,F,30,1.521,1.501,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/6/2021,6,6,2021,6/6/2021,157,11,,11.99745441,1.757252753,0.019722363,3.851087849,0.049410776,0.049410776,T,3,,,,,,,,,
PU-GSP-229,GSP,I,S,G,83,78,10.515,0.169,0.572,F30,F,30,0.314,0.299,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/6/2021,6,6,2021,6/6/2021,157,11,,5.752790908,1.633481539,0.017290771,2.926781519,0.142653352,0.142653352,T,2,,,,,,,,,
PU-GSP-230,GSP,I,S,G,78,74,9.992,0.331,1.503,F30,F,30,0.481,0.293,6 inverts: 0.126; 1 chiro: 0.009,F,,,6,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.009,,,,,,,,,,,,,,,,,,,,,,,,,0.135,6/6/2021,6,6,2021,6/6/2021,157,11,,17.70526564,3.426146362,0.04057367,3.020929993,1.881505204,3.232586069,T,1,,,,,0.0236,3.074117494,,,
PU-GSP-231,GSP,I,I,G,104,99,19.363,0.336,1.546,F30,F,30,0.754,0.74,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/6/2021,6,6,2021,6/6/2021,157,11,,8.677106135,1.765911599,0.019220868,3.973581056,0.072302846,0.072302846,T,2,,,,,0.0009,0.053805225,,,
PU-GSP-232,GSP,I,S,G,76,72,7.659,0.093,0.032,M30,M,30,0.386,0.255,~10 chiro: 0.103,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.103,,,,,,,,,,,,,,,,,,,,,,,,,0.103,6/6/2021,6,6,2021,6/6/2021,157,11,,0.419562082,1.229183188,0.01234404,3.444084279,1.710406058,3.055229142,T,2,,,,,,,,,
PU-GSP-233,GSP,I,IMM,G,62,59,4.386,0.071,0.159,M30,M,30,0.182,0.137,8 chiro: 0.034,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.034,,,,,,,,,,,,,,,,,,,,,,,,,0.034,6/6/2021,6,6,2021,6/6/2021,157,11,,3.761533002,1.645422943,0.017083734,3.224288068,1.025991792,1.801185591,T,1,,,,,,,,,
PU-GSP-234,GSP,I,S,G,66,62,5.348,0.112,0.714,F30,F,30,0.231,0.199,~30 zoops: 0.019,F,,,,,,,,,,,,,,,,,,,,,,,30,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,6/6/2021,6,6,2021,6/6/2021,157,11,,15.40785498,2.139037433,0.024767802,3.864828122,0.598354525,0.953627524,T,1,,,,,,,,,
PU-GSP-235,GSP,S,IMM,N,58,55,3.293,0.053,0.146,M30,M,30,0.153,0.114,2 inverts: 0.018,F,,,2,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,6/6/2021,6,6,2021,6/6/2021,157,11,,4.639339053,1.635802469,0.017129929,3.586033344,1.184330398,1.730944428,T,1,,,,,,,,,
PU-GSP-236,GSP,I,I,G,93,89,15.035,0.119,0.118,M30,M,30,0.598,0.423,3 inverts: 0.114,F,,,3,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114,6/6/2021,6,6,2021,6/6/2021,157,11,,0.791043776,0.797801019,0.008041627,2.89488092,1.163950782,1.922181576,T,1,,,,,,,,,
PU-GSP-237,GSP,I,I,G,98,94,17.761,0.31,0.121,M30,M,30,0.868,0.76,1 Inverts: 0.07,F,,,1,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,6/6/2021,6,6,2021,6/6/2021,157,11,,0.685941043,1.776402498,0.017888055,4.470325275,0.60807387,1.002195822,T,1,,,,,,,,,
PU-GSP-238,GSP,I,S,G,66,62,5.101,0.084,0.139,F30,F,30,0.23,0.204,2 chiro: 0.008,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.008,,,,,,,,,,,,,,,,,,,,,,,,,0.008,6/6/2021,6,6,2021,6/6/2021,157,11,,2.801289802,1.674307355,0.017220172,4.165815806,0.50970398,0.666535973,T,1,,,,,0.0126,2.710843373,,,
PU-GSP-239,GSP,I,I,G,86,83,11.301,0.195,0.808,F30,F,30,0.407,0.36,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/6/2021,6,6,2021,6/6/2021,157,11,,7.700371676,1.755807672,0.018935716,3.290375651,0.415892399,0.415892399,T,2,,,,,,,,,
PU-GSP-240,GSP,I,S,G,70,66,6.346,0.134,0.791,F30,F,30,0.2,0.184,1 inverts: 0.003,F,,,1,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,6/6/2021,6,6,2021,6/6/2021,157,11,,14.23942394,2.157115261,0.024718687,2.986043492,0.252127324,0.299401198,T,1,,,,,0.0025,0.478835472,,,
PU-GSP-241,GSP,I,B,N,129,120,42.198,0.722,1.92,F30,F,30,1.947,1.871,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/6/2021,22,6,2021,6/22/2021,173,12,main,4.766870252,1.740765744,0.018252604,4.639571503,0.180103322,0.180103322,T,2,,,,,,,,,
PU-GSP-242,GSP,I,B,N,140,133,54.679,0.932,2.544,F30,F,30,2.399,2.095,Veg: 0.132,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.132,0.132,22/6/2021,22,6,2021,6/22/2021,173,12,main,4.879639398,1.734050273,0.018202058,3.984101628,0.555972128,0.797381079,T,3,,,,,,,,,
PU-GSP-243,GSP,I,B,N,119,113,32.362,0.4,0.413,M30,M,30,1.155,1.088,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/6/2021,22,6,2021,6/22/2021,173,12,main,1.292685217,1.25148614,0.01267869,3.478928183,0.20703294,0.20703294,T,1,,,,,,,,,
PU-GSP-244,GSP,I,B,N,127,121,39.897,0.391,2.823,F30,F,30,1.431,1.349,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/6/2021,22,6,2021,6/22/2021,173,12,main,7.614500728,0.98972308,0.010658888,3.49953305,0.205529238,0.205529238,T,2,,,,,,,,,
PU-GSP-245,GSP,I,B,N,134,128,50.795,0.655,0.394,M30,M,30,2.582,1.653,3 odo: 0.755,F,,,,,,,,,,,,,,,,,,,,,,,,,3,0.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.755,22/6/2021,22,6,2021,6/22/2021,173,12,SC TAKEN main,0.781730521,1.306342242,0.013166888,3.36372146,1.828920169,3.315286938,T,1,,,,,,,,,
PU-GSP-246,GSP,I,B,N,116,107,29.144,0.423,2.314,F30,F,30,1.812,0.88,1 leech: 0.755,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.755,,,,,,,,,,,,,,,0.755,22/6/2021,22,6,2021,6/22/2021,173,12,main,8.624673873,1.472789945,0.01601848,3.113501274,3.197913807,5.78849849,T,2,,,,,,,,,
PU-GSP-247,GSP,I,B,N,117,111,32.466,0.323,0.264,M30,M,30,1.56,1.091,1 june bug: 0.345,F,,,,,1,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,22/6/2021,22,6,2021,6/22/2021,173,12,main SC TAKEN,0.819824856,1.004884423,0.010132062,3.477290837,1.444588185,2.507238342,T,2,,,,,,,,,
PU-GSP-248,GSP,I,I,G,91,85,14.651,0.182,0.105,M40,M,40,0.721,0.706,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/6/2021,22,6,2021,6/22/2021,173,12,main,0.721847931,1.257861635,0.012670565,5.062746504,0.10238209,0.10238209,T,1,,,,,,,,,
PU-GSP-249,GSP,I,I,G,103,98,22.347,0.216,0.1,M40,M,40,0.829,0.778,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/6/2021,22,6,2021,6/22/2021,173,12,main,0.449498809,0.976006507,0.009804367,3.607028606,0.228218553,0.228218553,T,1,,,,,,,,,
PU-GSP-250,GSP,I,I,G,102,96,20.438,0.203,0.131,M40,M,40,0.932,0.691,1 gypsy moth cat: 0.177,F,,,,,1,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177,22/6/2021,22,6,2021,6/22/2021,173,12,main,0.64509775,1.003212256,0.010097493,3.499265711,1.179176045,2.045209903,T,1,,,,,,,,,
PU-GSP-251,GSP,I,I,G,86,80,11.048,0.117,0.032,M40,M,40,0.426,0.38,1 wasp: 0.025,F,,,,,1,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,22/6/2021,22,6,2021,6/22/2021,173,12,main,0.290486565,1.07035038,0.01073493,3.562054743,0.416364953,0.642650253,T,2,,,,,,,,,
PU-GSP-252,GSP,I,I,G,93,87,12.091,0.13,0.999,F30,F,30,0.416,0.397,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/6/2021,22,6,2021,6/22/2021,173,12,main,9.006491165,1.086865647,0.01185915,3.394903369,0.157141676,0.157141676,T,1,0,2,0,0,0.0004,0.037929073,2.716,103.9593244,126.7225042
PU-GSP-253,GSP,I,I,G,91,86,14.123,0.166,0.088,M40,M,40,0.59,0.557,1 invert: 0.013,F,,,1,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,22/6/2021,22,6,2021,6/22/2021,173,12,main,0.627003919,1.189367343,0.01196914,4.105852867,0.233661403,0.325709835,T,1,,,,,,,,,
PU-GSP-254,GSP,I,S,G,72,68,6.311,0.066,0.008,M40,M,40,0.32,0.25,1 invert: 0.035,F,,,1,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,22/6/2021,22,6,2021,6/22/2021,173,12,main,0.126923687,1.056845476,0.010582011,4.124731892,1.109174457,1.663761686,T,1,,,,,,,,,
PU-GSP-255,GSP,I,S,G,83,79,10.906,0.167,0.046,M40,M,40,0.862,0.444,1 june bug: 0.391,F,,,,,1,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.391,22/6/2021,22,6,2021,6/22/2021,173,12,"main, SC KEPT",0.423572744,1.555079616,0.015617694,4.243930415,3.832752613,7.417935082,T,1,,,,,,,,,
PU-GSP-256,GSP,I,S,G,71,66,5.714,0.061,0.008,M40,M,40,0.222,0.175,4 zoops: 0.007,F,,,,,,,,,,,,,,,,,,,,,,,4,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,22/6/2021,22,6,2021,6/22/2021,173,12,branch,0.140203295,1.079073059,0.010806023,3.159415057,0.822541127,0.945047252,T,1,,,,,,,,,
PU-GSP-257,GSP,S,IMM,G,60,56,3.762,0.073,0.113,F30,F,30,0.211,0.179,~20 zoops: 0.012,F,,,,,,,,,,,,,,,,,,,,,,,20,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,22/6/2021,22,6,2021,6/22/2021,173,12,"branch, SC Kept",3.096738833,1.978856059,0.02041387,4.995813564,0.850611377,1.169590643,T,1,0,0,0,0,0.0072,2.139673105,6.921,,172.2437609
PU-GSP-258,GSP,S,IMM,N,56,53,2.924,0.048,0.287,F30,F,30,0.106,0.086,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/6/2021,22,6,2021,6/22/2021,173,12,branch,10.88357983,1.668984701,0.018539977,3.03030303,0.683994528,0.683994528,T,1,,,,,,,,,
PU-GSP-259,GSP,S,IMM,G,60,56,3.646,0.042,0.047,F20,F,20,0.224,0.175,veg: 0.013,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.013,0.013,22/6/2021,22,6,2021,6/22/2021,173,12,branch,1.305918311,1.165371809,0.011807703,5.041774705,1.343938563,1.700493692,T,1,0,3,0,0,0.0104,3.120312031,6.964,,145.7294296
PU-GSP-260,GSP,I,S,G,77,73,8.459,0.089,0.008,M40,M,40,0.334,0.297,veg: 0.022,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.022,0.022,22/6/2021,22,6,2021,6/22/2021,173,12,branch,0.094663353,1.063321386,0.010643387,3.638814016,0.437403948,0.697481972,T,1,,,,,,,,,
PU-GSP-261,GSP,I,B,N,140,134,53.66,0.537,0.561,M30,M,30,2.368,1.878,1 june bug: 0.316; 3 snail: 0.013,F,,,,,1,0.316,,,,,,,,,,,,,3,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.329,7/7/2021,7,7,2021,7/7/2021,188,13,Mislabelled (241); SC kept,1.056517072,1.010861585,0.010216506,3.626742884,0.913156914,1.526276556,T,1,,,,,,,,,
PU-GSP-262,GSP,I,B,N,124,117,37.617,0.405,0.116,M30,M,30,2.249,2.058,1 gypsy moth cat: 0.093; 1 june bug (2 legs): 0.017,F,,,,,3,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,7/7/2021,7,7,2021,7/7/2021,188,13,Mislabelled (242); SC kept,0.309325085,1.088358594,0.010917619,5.78756433,0.507749156,0.800170136,T,1,,,,,,,,,
PU-GSP-263,GSP,I,B,N,122,114,34.052,0.355,0.233,M30,M,30,2.355,1.894,1 june bug: 0.271; 25 chiro: 0.058; 1 damsel: 0.02,F,,,,,1,0.271,,,,,,,,,,,,,,,,,,,,,1,0.02,,,25,0.058,,,,,,,,,,,,,,,,,,,,,,,,,0.349,7/7/2021,7,7,2021,7/7/2021,188,13,Mislabelled (243); SC kept,0.688961826,1.053506247,0.010608415,5.889669756,1.353811817,2.378714907,T,1,,,,,,,,,
PU-GSP-264,GSP,I,B,N,141,134,59.549,0.59,0.456,M30,M,30,2.176,1.872,1 june bug: 0.25,F,,,,,1,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,7/7/2021,7,7,2021,7/7/2021,188,13,Mislabelled (244); SC kept,0.771665003,1.000695398,0.010084953,3.245661182,0.510503955,0.930326286,T,2,,,,,,,,,
PU-GSP-265,GSP,I,B,N,117,111,29.038,0.286,0.115,M30-40,M,30-40,1.122,1.01,3 inverts: 0.061,F,,,3,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061,7/7/2021,7,7,2021,7/7/2021,188,13,Mislabelled (245),0.39760744,0.994713411,0.00998708,3.603539318,0.385701495,0.595771059,T,2,,,,,,,,,
PU-GSP-266,GSP,I,B,N,137,131,43.736,0.608,1.012,F30,F,30,1.752,1.599,2 water strider: 0.077,F,,,,,2,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,7/7/2021,7,7,2021,7/7/2021,188,13,Mislabelled (246); SC kept,2.36869207,1.409757002,0.014436319,3.794764696,0.34982623,0.525882568,T,2,,,,,,,,,
PU-GSP-267,GSP,I,B,N,123,113,37.076,0.387,2.037,F30,F,30,1.208,1.039,veg: 0.01,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.01,0.01,7/7/2021,7,7,2021,7/7/2021,188,13,Mislabelled (247),5.813522075,1.054812069,0.011168187,2.883147876,0.455820477,0.482792103,T,2,,,,,,,,,
PU-GSP-268,GSP,I,I,G,87,82,11.397,0.106,0.02,F40,F,40,0.426,0.417,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/7/2021,7,7,2021,7/7/2021,188,13,Mislabelled (248),0.175793267,0.938800815,0.009404667,3.797814208,0.07896815,0.07896815,T,1,1,3,0,0,0.0079,0.728446289,4.438,91.50876579,
PU-GSP-269,GSP,I,S,G,78,73,8.709,0.114,0.302,F30,F,30,0.248,0.225,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/7/2021,7,7,2021,7/7/2021,188,13,Mislabelled (249),3.592244558,1.326352531,0.013746533,2.652050919,0.264094615,0.264094615,T,1,0,3,1,0,0.012,1.491609695,5.063,96.16854376,128.0376523
PU-GSP-270,GSP,I,I,G,89,85,12.474,0.155,0.025,M40,M,40,0.718,0.607,1 caddis: 0.039,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,,,,,,,,,,,,,,,,,,,,0.039,7/7/2021,7,7,2021,7/7/2021,188,13,Mislabelled (250),0.200819343,1.258219011,0.012607776,5.115024859,0.88985089,1.202501203,T,2,,,,,,,,,
PU-GSP-271,GSP,I,S,G,72,69,6.737,0.093,0.258,M30,M,30,0.232,0.225,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/7/2021,7,7,2021,7/7/2021,188,13,Mislabelled (251),3.982096002,1.399759181,0.014563107,3.455159705,0.103903815,0.103903815,T,2,,,,,,,,,
PU-GSP-272,GSP,I,S,G,73,67,6.536,0.106,0.084,F30,F,30,0.243,0.198,1 inverts: 0.029,F,,,1,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,7/7/2021,7,7,2021,7/7/2021,188,13,Mislabelled (252),1.301921885,1.648522551,0.016703435,3.124013885,0.688494492,1.132190942,T,2,1,14,2,0,0.0098,1.605767655,6.496,99.51316203,126.4595595
PU-GSP-273,GSP,I,S,G,72,68,6.209,0.098,0.091,M30,M,30,0.208,0.195,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/7/2021,7,7,2021,7/7/2021,188,13,Mislabelled (253),1.487414188,1.603665521,0.01627907,3.24243432,0.20937349,0.20937349,T,2,,,,,,,,,
PU-GSP-274,GSP,I,S,G,69,65,5.588,0.069,0.08,F30,F,30,0.248,0.186,3 inverts: 0.023,F,,,3,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,7/7/2021,7,7,2021,7/7/2021,188,13,Mislabelled (254),1.452432825,1.25022649,0.012686156,3.443169197,1.109520401,1.521116679,T,2,0,1,0,0,0.0081,1.560392988,5.629,98.83833585,127.9061056
PU-GSP-275,GSP,I,I,G,92,86,13.541,0.114,0.034,M40,M,40,0.583,0.567,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/8/2021,1,8,2021,8/1/2021,213,15,,0.25172133,0.849035525,0.008511909,4.37027902,0.118159663,0.118159663,T,2,,,,,,,,,
PU-GSP-276,GSP,I,I,G,98,87,17.54,0.177,0.022,M40,M,40,0.902,0.886,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/8/2021,1,8,2021,8/1/2021,213,15,,0.125585112,1.019409088,0.010207024,5.320043233,0.091220068,0.091220068,T,2,,,,,,,,,
PU-GSP-277,GSP,I,I,G,98,93,14.254,0.148,0.364,F30,F,30,0.505,0.493,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/8/2021,1,8,2021,8/1/2021,213,15,,2.620590353,1.049198922,0.010769902,3.582588475,0.084186895,0.084186895,T,2,,,,,0.0013,0.098209564,,97.51721316,102.3884374
PU-GSP-278,GSP,I,B,N,116,110,28.85,0.319,0.622,F30,F,30,1.204,1.066,veg: 0.027,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.027,0.027,1/8/2021,1,8,2021,8/1/2021,213,15,,2.203485901,1.118082086,0.011430005,3.83674057,0.478336222,0.571923744,T,2,,,,,,,,,
PU-GSP-279,GSP,I,I,G,101,84,17.488,0.171,0.404,F30,F,30,0.694,0.674,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/8/2021,1,8,2021,8/1/2021,213,15,,2.364785764,0.987468961,0.010110566,4.008564292,0.114364135,0.114364135,T,1,,,,,0.008,0.493248659,,,131.5920931
PU-GSP-280,GSP,I,I,G,101,95,17.777,0.133,0.031,M40,M,40,0.78,0.731,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/8/2021,1,8,2021,8/1/2021,213,15,,0.174687253,0.753797325,0.007551241,4.288396105,0.275637059,0.275637059,T,1,,,,,,,,,
PU-GSP-281,GSP,I,B,N,123,112,33.132,0.308,0.444,F21 (skip?),F,21,1.549,1.235,1 PU: 0.219,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.219,,,,,0.219,1/8/2021,1,8,2021,8/1/2021,213,15,Dormant gonads,1.358296623,0.938337802,0.009512044,3.871837477,0.947724254,1.608716649,T,1,,,,,,,,,
PU-GSP-282,GSP,I,S,G,83,78,9.218,0.098,0.031,M40,M,40,0.397,0.314,5 snails: 0.018; 4 mayfly: 0.028,F,,,,,,,,,,,,,,,,,,,5,0.018,,,,,,,,,,,,,,,,,,,4,0.028,,,,,,,,,,,,,,,,,0.046,1/8/2021,1,8,2021,8/1/2021,213,15,,0.33743333,1.074561404,0.010782264,3.526504942,0.900412237,1.399435886,T,2,,,,,,,,,
PU-GSP-283,GSP,I,S,G,68,64,5.198,0.071,0.009,M40,M,40,0.283,0.222,~50 zoops: 0.039,F,,,,,,,,,,,,,,,,,,,,,,,50,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,1/8/2021,1,8,2021,8/1/2021,213,15,,0.173443823,1.384825434,0.013872606,4.461414791,1.17352828,1.923816853,T,1,,,,,,,,,
PU-GSP-284,GSP,I,I,G,91,84,12.558,0.151,0.261,F30,F,30,0.537,0.456,~12 chiro: 0.021; 1 caterpillar: 0.024,F,,,,,1,0.024,,,,,,,,,,,,,,,,,,,,,,,,,12,0.021,,,,,,,,,,,,,,,,,,,,,,,,,0.045,1/8/2021,1,8,2021,8/1/2021,213,15,,2.122468895,1.217054888,0.012432076,3.767972236,0.645007167,1.003344482,T,2,,,,,0.0254,2.187957619,,104.2972604,116.0957664
PU-GSP-285,GSP,I,B,N,127,120,37.936,0.526,0.895,F30,F,30,1.447,1.403,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/8/2021,1,8,2021,8/1/2021,213,15,,2.416241462,1.406041165,0.014405039,3.840363507,0.115984817,0.115984817,T,2,,,,,,,,,
PU-GSP-286,GSP,I,B,N,138,130,49.537,0.354,0.497,M30,M,30,1.605,1.528,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/8/2021,1,8,2021,8/1/2021,213,15,,1.013458401,0.719760893,0.007271084,3.18273657,0.155439369,0.155439369,T,1,,,,,,,,,
PU-KSB-1,KSB,B,B,N,206,196,171.718,2.34,0.335,M22,M,22,7.132,7.05,MT,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/12/2020,21,12,2020,12/21/2020,356,1,Liver subsampled,0.195468629,1.381525346,1.384263176,4.105568432,0.047752711,,A,,,,,,,,,,
