FishCode,Pond,AssayClass,TLEN,Sex,Stage,Fgut,Egut,Contents,Fullness,Orthop_num,Orthop_mass,Dermap_num,Dermap_mass,TerrColeo_num,TerrColeo_mass,Hymen_num,Hymen_mass,Lepid_num,Lepid_mass,BivalvTot_num,BivalvTot_mass,GastroTot_num,GastroTot_mass,PelZoopTot_num,PelZoopTot_mass,ClitellaTot_num,ClitellaTot_mass,EphemTot_num,EphemTot_mass,TrichopteraTot_num,Trichoptera_mass,DipteraTot_num,DipteraTot_mass,OdonataTot_num,OdonataTot_mass,HemipteraTot_num,HemipteraTot_mass,Other_num,Other_mass,PUTot_num,PUTot_mass,FishTot_num,FishTot_mass,ContentMass,Date,Season,GonStatus,Sample,GFI,GFI2,CaptureMethod,ParasiteLoad
PU-GBP-22,GBP,G,87,F,22,0.463,0.43,1 damselfly larva,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18/01/2021,Winter,Dormant,2,0.290339609,,T,
PU-GBP-23,GBP,G,64,F,22,0.2,0.19,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18/01/2021,Winter,Dormant,2,0.23174971,,T,
PU-GBP-24,GBP,G,71,M,22,0.254,0.239,1 chironomid,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18/01/2021,Winter,Dormant,2,0.275735294,,T,
PU-GBP-25,GBP,G,65,F,22,0.194,0.188,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18/01/2021,Winter,Dormant,2,0.134318334,,T,
PU-GBP-26,GBP,G,71,F,22,0.238,0.229,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18/01/2021,Winter,Dormant,2,0.156931125,,T,
PU-GBP-27,GBP,N,57,F,22,0.105,0.1,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18/01/2021,Winter,Dormant,2,0.16903313,,T,
PU-GBP-28,GBP,G,65,F,22,0.256,0.245,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18/01/2021,Winter,Dormant,2,0.228263125,,T,
PU-GBP-29,GBP,N,59,F,22,0.125,0.118,1 chironomid,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18/01/2021,Winter,Dormant,2,0.228087325,,T,
PU-GBP-30,GBP,N,57,M,22,0.096,0.09,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18/01/2021,Winter,Dormant,2,0.210304942,,T,
PU-GSP-23,GSP,G,62,F,22,0.181,0.16,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.518518519,,T,
PU-GSP-24,GSP,G,68,F,22,0.287,0.26,Inverts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.516351119,,T,
PU-GSP-25,GSP,G,92,F,22,0.517,0.5,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.122187882,,T,
PU-GSP-26,GSP,N,56,F,22,0.136,0.122,Inverts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.472334683,,T,
PU-GSP-27,GSP,G,84,M,22,0.47,0.445,Inverts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.223673615,,T,
PU-GSP-28,GSP,G,60,F,22,0.17,0.163,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.179395182,,T,
PU-GSP-29,GSP,G,80,F,22,0.336,0.324,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.127496813,,T,
PU-GSP-30,GSP,G,69,F,22,0.304,0.263,Inverts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.705801343,,T,
PU-GSP-31,GSP,G,86,M,22,0.368,0.358,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.097021442,,T,
PU-GSP-32,GSP,G,79,F,22,0.341,0.321,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.242365487,,T,
PU-GSP-33,GSP,G,83,F,22,0.396,0.386,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.096432015,,T,
PU-GSP-34,GSP,G,75,F,22,0.343,0.325,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.234588818,,T,
PU-GSP-35,GSP,G,76,M,22,0.361,0.332,Inverts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.403169748,,T,
PU-GSP-36,GSP,G,73,M,22,0.319,0.302,Inverts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.255331932,,T,
PU-GSP-37,GSP,G,65,F,22,0.208,0.192,Inverts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.353513036,,T,
PU-GSP-38,GSP,N,135,M,22,1.656,1.551,Chironomids,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.259708138,,A,
PU-GSP-39,GSP,N,116,M,22,1.386,1.042,Inverts (bait),F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,1.25350727,,A,
PU-GSP-40,GSP,N,116,M,22,2.03,1.606,Inverts (bait),F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,,,A,
PU-KSB-11,KSB,G,67,F,22,0.198,0.149,Inverts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/01/2021,Winter,Dormant,2,1.094727435,,T,
PU-KSB-12,KSB,N,56,M,22,0.133,0.097,"1 mayfly, 3 chironomids",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/01/2021,Winter,Dormant,2,1.396431342,,T,
PU-KSB-13,KSB,N,56,F,22,0.134,0.104,Inverts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/01/2021,Winter,Dormant,2,1.183898974,,T,
PU-KSB-14,KSB,G,88,M,22,0.6,0.539,Inverts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22/01/2021,Winter,Dormant,2,0.548709184,,A,
PU-KSB-15,KSB,G,101,M,22,1.163,0.814,"1 damselfly larva, 2 caddisfly larva",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22/01/2021,Winter,Dormant,2,2.091573774,,A,
PU-KSB-16,KSB,G,81,M,22,0.487,0.367,"4 damselfly, 1 mayfly",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22/01/2021,Winter,Dormant,2,1.515151515,,A,
PU-KSB-17,KSB,N,136,F,22,2.785,2.38,"4 caddis, 2 odonates",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22/01/2021,Winter,Dormant,2,0.783774892,,A,
PU-KSS-17,KSS,N,112,F,22,1.61,1.354,"1 caddis, 1 odonate",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20/01/2021,Winter,Dormant,2,1.096829477,,A,
PU-KSS-18,KSS,N,125,M,22,2.444,1.903,"3 odonate, 5 damselfly",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20/01/2021,Winter,Dormant,2,1.760265504,,A,
PU-KSS-19,KSS,N,114,M,22,0.739,0.722,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20/01/2021,Winter,Dormant,2,0.082062174,,A,
PU-KSS-20,KSS,G,107,M,22,0.802,0.772,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20/01/2021,Winter,Dormant,2,0.158353127,,A,
PU-KSS-21,KSS,N,115,M,22,1.466,1.26,22 mayfly,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20/01/2021,Winter,Dormant,2,0.977971895,,A,
PU-KSS-22,KSS,N,111,F,22,1.296,0.858,3 odonate,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20/01/2021,Winter,Dormant,2,2.960859866,,A,
PU-KSS-23,KSS,G,110,F,22,0.816,0.784,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20/01/2021,Winter,Dormant,2,0.212131256,,A,
PU-KSS-24,KSS,G,107,F,22,0.656,0.585,1 odonate,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20/01/2021,Winter,Dormant,2,0.438109342,,A,
PU-KSS-25,KSS,G,99,M,22,0.776,0.719,2 mayfly,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20/01/2021,Winter,Dormant,2,0.455781225,,A,
PU-KSS-26,KSS,G,64,M,22,0.169,0.139,Inverts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/01/2021,Winter,Dormant,2,0.788436268,,T,
PU-KSS-27,KSS,G,60,F,22,0.142,0.115,"1 odonate, 1 damselfly, 2 chironomids",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/01/2021,Winter,Dormant,2,0.87804878,,T,
PU-KSS-28,KSS,G,63,M,22,0.172,0.162,1 chironomid,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/01/2021,Winter,Dormant,2,0.268600591,,T,
PU-KSS-29,KSS,G,61,F,22,0.15,0.119,3 chironomids,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/01/2021,Winter,Dormant,2,0.923994039,,T,
PU-KSS-30,KSS,G,63,M,22,0.18,0.157,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/01/2021,Winter,Dormant,2,0.682695162,,T,
PU-KSS-31,KSS,N,58,M,22,0.135,0.11,Inverts (bait),F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/01/2021,Winter,Dormant,2,0.804375804,,T,
PU-KSS-32,KSS,G,61,F,22,0.115,0.107,2 chironomids,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/01/2021,Winter,Dormant,2,0.251572327,,T,
PU-KSS-33,KSS,G,60,M,22,0.119,0.106,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/01/2021,Winter,Dormant,2,0.437268752,,T,
PU-KSS-34,KSS,N,56,F,22,0.112,0.089,Inverts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/01/2021,Winter,Dormant,2,0.833333333,,T,
PU-PP-18,PP,G,87,M,22,0.415,0.353,Inverts (orange),F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.755176614,,T,
PU-PP-19,PP,G,110,F,22,1.121,1.087,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.149634715,,A,
PU-PP-20,PP,N,127,F,22,1.449,1.41,Chironomids,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.110773426,,A,
PU-PP-21,PP,G,80,F,22,0.301,0.285,Inverts,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.210498619,,A,
PU-PP-22,PP,G,83,M,22,0.465,0.429,Chironomids,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.427451912,,A,
PU-PP-23,PP,G,110,F,22,,1.242,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,,,A,
PU-PP-24,PP,G,96,M,22,0.556,0.541,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.104814478,,A,
PU-PP-25,PP,G,104,M,22,1.146,1.071,"Chironomids, 1 Caddisfly larva",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.368858506,,A,
PU-PP-26,PP,G,101,M,22,1.329,0.888,"1 Pumpkinseed YOY, chironomids",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,2.661436331,,A,
PU-PP-27,PP,G,78,M,22,0.33,0.293,"1 Odonate, chironomids",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.537712542,,A,
PU-PP-28,PP,N,148,F,22,2.415,2.329,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.139176592,,A,
PU-PP-29,PP,G,78,M,22,0.376,0.345,1 Damselfly larva,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.410704822,,A,
PU-PP-30,PP,G,82,M,22,0.335,0.323,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.141576215,,A,
PU-PP-31,PP,G,107,F,22,1.484,1.426,White goo,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.293448014,,A,
PU-PP-32,PP,G,82,M,22,0.471,0.448,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.30255196,,A,
PU-PP-33,PP,G,96,M,22,0.54,0.508,Chironomids,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.254412466,,A,
PU-PP-34,PP,G,93,M,22,0.815,0.692,"1 Odonate larva, chironomids",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,1.005970393,,A,
PU-PP-35,PP,G,85,M,22,0.434,0.375,Chironomids,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,Winter,Dormant,2,0.612223721,,A,
PU-GBP-31,GBP,G,77,M,22,0.292,0.27,2 chironomids: 0.005,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.005,0,0,0,0,0,0,0,0,0,0,0.005,6/2/2021,Winter,Dormant,3,0.297096556,0.364618501,T,1
PU-GBP-32,GBP,G,65,M,22,0.211,0.192,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/2/2021,Winter,Dormant,3,0.448960302,0.448960302,T,1
PU-GSP-41,GSP,G,89,M,22,0.469,0.423,1 odonate: 0.013,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013,0,0,0,0,0,0,0,0,0.13,5/2/2021,Winter,Dormant,3,0.395222957,1.512157402,T,
PU-GSP-42,GSP,G,78,M,22,0.393,0.387,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/2/2021,Winter,Dormant,3,0.075834176,0.075834176,T,
PU-GSP-43,GSP,G,87,F,22,0.494,0.467,"1 caddis: 0.008, 1 chiro: 0.002",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.008,1,0.002,0,0,0,0,0,0,0,0,0,0,0.01,5/2/2021,Winter,Dormant,3,0.238326419,0.326595463,T,
PU-GSP-44,GSP,G,90,M,22,0.461,0.448,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/2/2021,Winter,Dormant,3,0.116591928,0.116591928,T,
PU-GSP-45,GSP,G,92,M,22,0.614,0.596,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/2/2021,Winter,Dormant,3,0.127750177,0.127750177,T,
PU-GSP-46,GSP,G,74,F,22,0.231,0.222,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/2/2021,Winter,Dormant,3,0.143563567,0.143563567,T,
PU-GSP-47,GSP,G,69,M,22,0.239,0.215,3 chironomids: 0.008,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.008,0,0,0,0,0,0,0,0,0,0,0.008,5/2/2021,Winter,Dormant,3,0.450281426,0.600375235,T,
PU-GSP-48,GSP,G,60,F,22,0.149,0.14,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/2/2021,Winter,Dormant,3,0.250487058,0.250487058,T,
PU-GSP-49,GSP,G,60,F,22,0.137,0.128,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/2/2021,Winter,Dormant,3,0.263466042,0.263466042,T,
PU-GSP-50,GSP,N,57,M,22,0.125,0.113,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/2/2021,Winter,Dormant,3,0.449943757,0.449943757,T,
PU-GSP-51,GSP,N,58,F,10,0.108,0.1,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/2/2021,Winter,Dormant,3,0.27729636,0.27729636,T,
PU-GSP-52,GSP,G,78,M,22,0.303,0.269,4 chironomids: 0.004,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.004,0,0,0,0,0,0,0,0,0,0,0.004,6/2/2021,Winter,Dormant,3,0.483366506,0.540233153,T,1
PU-GSP-53,GSP,G,82,M,22,0.332,0.315,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/2/2021,Winter,Dormant,3,0.202888173,0.202888173,T,2
PU-GSP-54,GSP,G,74,F,22,0.228,0.201,1 chironomid: 0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0.001,6/2/2021,Winter,Dormant,3,0.433874337,0.449943757,T,1
PU-GSP-55,GSP,G,68,M,22,0.215,0.197,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/2/2021,Winter,Dormant,3,0.354609929,0.354609929,T,1
PU-GSP-56,GSP,G,67,M,22,0.216,0.195,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/2/2021,Winter,Dormant,3,0.420926037,0.420926037,T,1
PU-GSP-57,GSP,G,62,M,22,0.152,0.142,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/2/2021,Winter,Dormant,3,0.291970803,0.291970803,T,1
PU-GSP-58,GSP,N,49,F,22,0.078,0.065,Inverts: 0.004,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.004,0,0,0,0,0.004,6/2/2021,Winter,Dormant,3,0.725041829,0.948131623,T,1
PU-KSB-18,KSB,G,78,M,22,0.458,0.364,9 damsel: 0.044; 2 odonate: 0.018,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.062,0,0,0,0,0,0,0,0,0.062,11/2/2021,Winter,Dormant,3,1.217143597,2.019940438,T,3
PU-KSB-19,KSB,N,58,F,22,0.126,0.103,6 chiro: 0.004,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.004,0,0,0,0,0,0,0,0,0,0,0.004,11/2/2021,Winter,Dormant,3,0.839109814,0.985041955,T,3
PU-KSB-20,KSB,G,68,M,22,0.213,0.166,10 chiro: 0.017; 1 caddis: 0.006,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,10,0.017,0,0,0,0,0,0,0,0,0,0,0.023,11/2/2021,Winter,Dormant,3,1.106142622,1.647446458,T,2
PU-KSB-21,KSB,G,64,M,22,0.164,0.139,5 chiro: 0.009,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.009,0,0,0,0,0,0,0,0,0,0,0.009,11/2/2021,Winter,Dormant,3,0.61591525,0.83764474,T,3
PU-KSB-22,KSB,G,70,F,22,0.187,0.16,6 chiro: 0.006,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.006,0,0,0,0,0,0,0,0,0,0,0.006,11/2/2021,Winter,Dormant,3,0.582147477,0.711513583,T,3
PU-KSB-23,KSB,G,66,M,22,0.23,0.179,15 damsel: 0.031,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.031,0,0,0,0,0,0,0,0,0.031,11/2/2021,Winter,Dormant,3,1.138392857,1.830357143,T,3
PU-KSB-24,KSB,G,62,F,20,0.23,0.138,2 damsnel: 0.048; 4 inverts: 0.01,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.048,0,0,4,0.01,0,0,0,0,0.058,11/2/2021,Winter,Dormant,3,2.919708029,4.760393526,T,3
PU-KSB-25,KSB,N,56,M,22,0.169,0.123,3 damsel: 0.015; 3 chiro: 0.007,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.007,3,0.015,0,0,0,0,0,0,0,0,0.022,11/2/2021,Winter,Dormant,3,1.687454145,2.494497432,T,3
