FishCode,FishCode2,TLEN,FLEN,RWT,Liver,Gonad,Pond,Sex,Stage,Fgut,Egut,Fullness,Stickle_num,Stickle_mass,FatH_num,FatH_mass,RBD_num,RBD_mass,PU_num,PU_mass,Fish_num,Fish_mass,Vegetation_num,Vegetation_mass,BivalvTot_num,BivalvTot_mass,GastroTot_num,GastroTot_mass,PelZoopTot_num,PelZoopTot_mass,ClitellaTot_num,ClitellaTot_mass,EphemTot_num,EphemTot_mass,TrichopteraTot_num,Trichoptera_mass,DipteraTot_num,DipteraTot_mass,OdonataTot_num,OdonataTot_mass,HemipteraTot_num,HemipteraTot_mass,Other_num,Other_mass,PUTot_num,PUTot_mass,FishTot_Num,FishTot_mass,ContentMass,Date,Sample,GFI,GFI2,CaptureMethod,ParasiteLoad
PU-KSS-36,PU-KSS-36,64,60,3.736,0.085,0.004,KSS,M,10,0.178,0.15,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/2/2021,3,0.749464668,0.749464668,T,2
PU-PP-131,PU-PP-131,65,60,3.809,0.071,0.073,PP,F,23,0.181,0.15,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,15/4/2021,8,0.813861906,1.023890785,T,2
PU-GBP-18,PU-GBP-18,63,60,4.3,0.094,0.054,GBP,F,22,0.157,0.151,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18/01/2021,2,0.139534884,,T,
PU-KSB-66,PU-KSB-66,72,68,4.959,0.077,0.056,KSB,F,22,0.156,0.152,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/3/2021,6,0.080661424,0.080661424,T,2
PU-GSP-63,PU-GSP-63,65,62,4.093,0.1,0.009,GSP,M,22,0.16,0.153,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,4,0.171023699,0.171023699,T,1
PU-KSS-49,PU-KSS-49,63,59,3.425,0.071,0.065,KSS,F,23,0.169,0.153,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.005,7/4/2021,7,0.467153285,0.613138686,T,3
PU-PP-101,PU-PP-101,70,66,4.878,0.083,0.076,PP,F,22,0.158,0.153,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/3/2021,6,0.102501025,0.102501025,T,3
PU-GSP-76,PU-GSP-76,65,61,4.138,0.126,0.069,GSP,F,22,0.174,0.155,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,19/2/2021,4,0.459159014,0.507491542,T,1
PU-GSP-72,PU-GSP-72,59,56,3.247,0.113,0.04,GSP,F,22,0.163,0.156,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,4,0.215583616,0.215583616,T,1
PU-KSS-53,PU-KSS-53,61,56,3.106,0.077,0.063,KSS,F,22,0.164,0.156,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,8/4/2021,7,0.257566001,0.289761751,T,3
PU-KSS-30,PU-KSS-30,63,59,3.369,0.074,0.002,KSS,M,22,0.18,0.157,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/01/2021,2,0.682695162,,T,
PU-PP-110,PU-PP-110,65,62,4.132,0.119,0.055,PP,F,22,0.164,0.157,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/3/2021,6,0.169409487,0.169409487,T,2
PU-KSB-79,PU-KSB-79,65,61,3.469,0.063,0.041,KSB,F,22,0.166,0.158,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9/4/2021,7,0.23061401,0.23061401,T,2
PU-PP-52,PU-PP-52,59,56,2.985,0.12,0.005,PP,M,22,0.162,0.158,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/2/2021,4,0.13400335,0.13400335,T,3
PU-GSP-130,PU-GSP-130,60,56,3.761,0.094,0.068,GSP,F,22,0.23,0.159,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.05,0,0,0,0,0,0,0,0,0,0,0.05,17/3/2021,6,1.887795799,3.21722946,T,1
PU-PP-163,PU-PP-163,58,54,3.565,0.078,0.112,PP,M,30,0.183,0.159,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.015,0,0,0,0,0,0,0,0,0,0,0.015,18/5/2021,10,0.673211781,1.093969144,T,3
PU-PP-83,PU-PP-83,70,66,4.749,0.13,0.011,PP,M,22,0.175,0.159,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.002,5/3/2021,5,0.336913034,0.379027164,T,3
PU-GSP-23,PU-GSP-23,62,59,4.05,0.11,0.069,GSP,F,22,0.181,0.16,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,2,0.518518519,,T,
PU-KSB-22,PU-KSB-22,70,66,4.638,0.073,0.052,KSB,F,22,0.187,0.16,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.006,0,0,0,0,0,0,0,0,0,0,0.006,11/2/2021,3,0.582147477,0.711513583,T,3
PU-KSB-82,PU-KSB-82,60,56,2.952,0.038,0.004,KSB,M,20,0.201,0.16,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,9/4/2021,7,1.388888889,2.303523035,T,3
PU-PP-114,PU-PP-114,64,60,3.69,0.088,0.008,PP,M,22,0.218,0.16,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.007,1,0.029,0,0,0,0,0,0,0,0,0.036,18/3/2021,6,1.571815718,2.547425474,T,3
PU-PP-56,PU-PP-56,64,60,3.851,0.107,0.052,PP,F,22,0.192,0.16,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.018,0,0,0,0,0,0,0,0,0.018,20/2/2021,4,0.830952999,1.298364061,T,2
PU-KSS-28,PU-KSS-28,63,59,3.723,0.095,0.007,KSS,M,22,0.172,0.162,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/01/2021,2,0.268600591,,T,
PU-GSP-28,PU-GSP-28,60,57,3.902,0.086,0.075,GSP,F,22,0.17,0.163,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,2,0.179395182,,T,
PU-KSS-16,PU-KSS-16,65,61,3.67,0.088,0.005,KSS,M,22,0.171,0.163,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/12/2020,1,0.217983651,,,
PU-GSP-105,PU-GSP-105,61,57,3.892,0.104,0.075,GSP,F,22,0.182,0.165,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,0.002,5/3/2021,5,0.436793422,0.488180884,T,1
PU-GSP-107,PU-GSP-107,62,60,3.666,0.081,0.011,GSP,M,22,0.179,0.165,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/3/2021,5,0.381887616,0.381887616,T,1
PU-PP-182,PU-PP-182,62,59,4.064,0.083,0.302,PP,F,30,0.169,0.165,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/6/2021,11,0.098425197,0.098425197,T,3
PU-KSB-20,PU-KSB-20,68,65,4.249,0.103,0.006,KSB,M,22,0.213,0.166,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,10,0.017,0,0,0,0,0,0,0,0,0,0,0.023,11/2/2021,3,1.106142622,1.647446458,T,2
PU-KSB-38,PU-KSB-38,69,65,4.325,0.074,0.041,KSB,F,22,0.256,0.166,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.045,0,0,0,0,0,0,0,0,0.045,21/2/21,4,2.080924855,3.121387283,T,2
PU-PP-91,PU-PP-91,68,63,4.193,0.118,0.069,PP,F,22,0.171,0.166,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/3/2021,6,0.119246363,0.119246363,T,3
PU-GSP-71,PU-GSP-71,68,64,5.117,0.144,0.009,GSP,M,22,0.172,0.167,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,4,0.097713504,0.097713504,T,1
PU-KSB-67,PU-KSB-67,67,62,4.417,0.086,0.004,KSB,M,20,0.189,0.169,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,18/3/2021,6,0.452796015,0.679194023,T,3
PU-PP-111,PU-PP-111,63,59,3.545,0.1,0,PP,M,10,0.186,0.169,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.002,0,0,0,0,0,0,0,0,0,0,0.002,18/3/2021,6,0.47954866,0.53596615,T,2
PU-GSP-103,PU-GSP-103,64,60,4.533,0.125,0.058,GSP,F,22,0.181,0.17,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/3/2021,5,0.242664902,0.242664902,T,2
PU-KSS-9,PU-KSS-9,65,60,3.808,0.08,0.006,KSS,M,22,0.189,0.171,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/12/2020,1,0.472689076,,,
PU-GSP-93,PU-GSP-93,64,59,4.202,0.11,0.009,GSP,M,22,0.178,0.173,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/3/2021,5,0.118990957,0.118990957,T,2
PU-GSP-135,PU-GSP-135,64,60,4.125,0.088,0.078,GSP,F,22,0.274,0.174,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.06,0,0,0,0,0,0,0,0,0,0,0.06,17/3/2021,6,2.424242424,3.878787879,T,1
PU-GSP-256,PU-GSP-256,71,66,5.714,0.061,0.008,GSP,M,40,0.222,0.175,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,22/6/2021,12,0.822541127,0.945047252,T,1
PU-GSP-259,PU-GSP-259,60,56,3.646,0.042,0.047,GSP,F,20,0.224,0.175,F,0,0,0,0,0,0,0,0,0,0,1,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013,0,0,0,0,0.013,22/6/2021,12,1.343938563,1.700493692,T,1
PU-KSB-76,PU-KSB-76,68,64,4.486,0.079,0.009,KSB,M,22,0.236,0.175,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.041,0,0,0,0,0,0,0,0,0.046,9/4/2021,7,1.359786001,2.385198395,T,3
PU-GSP-203,PU-GSP-203,63,60,4.341,0.093,0.202,GSP,F,30,0.243,0.178,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0.03,0,0,0,0,0,0,2,0.007,0,0,0,0,0,0,0,0,0,0,0.037,18/5/2021,10,1.497350841,2.349689012,T,2
PU-PP-84,PU-PP-84,69,66,5.096,0.087,0.079,PP,F,22,0.214,0.178,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.012,0,0,0,0,0,0,0,0,0,0,0.012,5/3/2021,5,0.706436421,0.941915228,T,3
PU-GSP-257,PU-GSP-257,60,56,3.762,0.073,0.113,GSP,F,30,0.211,0.179,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,22/6/2021,12,0.850611377,1.169590643,T,1
PU-GSP-65,PU-GSP-65,69,65,5.249,0.15,0.009,GSP,M,22,0.185,0.179,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,4,0.114307487,0.114307487,T,2
PU-KSB-23,PU-KSB-23,66,62,4.48,0.079,0.004,KSB,M,22,0.23,0.179,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.031,0,0,0,0,0,0,0,0,0.031,11/2/2021,3,1.138392857,1.830357143,T,3
PU-KSB-77,PU-KSB-77,66,62,4.051,0.071,0.051,KSB,F,22,0.195,0.182,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007,0,0,0,0,0.007,9/4/2021,7,0.320908418,0.493705258,T,2
PU-PP-179,PU-PP-179,75,71,6.638,0.118,0.583,PP,F,30,0.186,0.182,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8/6/2021,11,0.060259114,0.060259114,T,3
PU-KSS-54,PU-KSS-54,65,61,3.499,0.082,0.017,KSS,M,22,0.213,0.183,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0.016,8/4/2021,7,0.857387825,1.314661332,T,2
PU-PP-107,PU-PP-107,69,63,5.093,0.11,0.092,PP,F,22,0.226,0.183,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.028,0,0,0,0,0,0,0,0,0,0,0.028,18/3/2021,6,0.844296093,1.394070293,T,3
PU-GSP-240,PU-GSP-240,70,66,6.346,0.134,0.791,GSP,F,30,0.2,0.184,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003,0,0,0,0,0.003,6/6/2021,11,0.252127324,0.299401198,T,1
PU-PP-79,PU-PP-79,71,68,5.218,0.162,0.015,PP,M,22,0.188,0.185,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/3/2021,5,0.057493292,0.057493292,T,4
PU-GSP-132,PU-GSP-132,61,57,3.934,0.123,0.07,GSP,F,22,0.299,0.186,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.097,0,0,0,0,0,0,0,0,0,0,0.097,17/3/2021,6,2.872394509,5.338078292,T,2
PU-GSP-223,PU-GSP-223,64,61,4.38,0.053,0.162,GSP,F,30,0.233,0.186,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,18/5/2021,10,1.073059361,2.96803653,T,1
PU-GSP-274,PU-GSP-274,69,65,5.588,0.069,0.08,GSP,F,30,0.248,0.186,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.023,0,0,0,0,0.023,7/7/2021,13,1.109520401,1.521116679,T,2
PU-GSP-214,PU-GSP-214,62,59,3.864,0.108,0.266,GSP,F,30,0.257,0.187,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.04,0,0,0,0,0,0,7,0.014,0,0,0,0,0,0,0,0,0,0,0.018,18/5/2021,10,1.811594203,2.277432712,T,1
PU-GBP-25,PU-GBP-25,65,,4.467,0.102,0.068,GBP,F,22,0.194,0.188,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18/01/2021,2,0.134318334,,T,
PU-PP-129,PU-PP-129,64,60,4,0.096,0.074,PP,F,23,0.233,0.188,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.013,0,0,0,0,0,0,0,0,0,0,0.013,15/4/2021,8,1.125,1.45,T,2
PU-PP-70,PU-PP-70,71,65,4.797,0.103,0.085,PP,F,22,0.214,0.188,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.011,0,0,0,0,0,0,0,0,0,0,0.011,21/2/21,4,0.54200542,0.771315405,T,2
PU-KSS-14,PU-KSS-14,65,62,4.073,0.092,0.067,KSS,F,22,,0.189,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21/12/2020,1,,,,
PU-GBP-23,PU-GBP-23,64,60,4.315,0.105,0.062,GBP,F,22,0.2,0.19,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18/01/2021,2,0.23174971,,T,
PU-KSB-68,PU-KSB-68,67,64,4.29,0.078,0.049,KSB,F,22,0.213,0.19,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,18/3/2021,6,0.536130536,0.815850816,T,2
PU-PP-161,PU-PP-161,62,60,3.913,0.062,0.19,PP,M,30,0.214,0.191,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.015,0,0,0,0,0,0,0,0,0,0,0.015,18/5/2021,10,0.587784309,0.971121901,T,3
PU-GBP-32,PU-GBP-32,65,62,4.232,0.109,0.008,GBP,M,22,0.211,0.192,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/2/2021,3,0.448960302,0.448960302,T,1
PU-GSP-37,PU-GSP-37,65,62,4.526,0.139,0.071,GSP,F,22,0.208,0.192,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16/01/2021,2,0.353513036,,T,
PU-PP-130,PU-PP-130,63,60,4.006,0.112,0.084,PP,F,23,0.289,0.192,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.053,0,0,0,0,0,0,0,0,0,0,0.064,15/4/2021,8,2.421367948,4.018971543,T,3
PU-GSP-101,PU-GSP-101,69,65,4.99,0.107,0.1,GSP,F,22,0.212,0.193,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,5/3/2021,5,0.380761523,0.581162325,T,2
PU-GSP-213,PU-GSP-213,64,61,4.928,0.071,0.134,GSP,M,30,0.258,0.193,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.023,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.023,18/5/2021,10,1.318993506,1.785714286,T,1
PU-GSP-273,PU-GSP-273,72,68,6.209,0.098,0.091,GSP,M,30,0.208,0.195,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7/7/2021,13,0.20937349,0.20937349,T,2
PU-GSP-56,PU-GSP-56,67,63,4.989,0.106,0.008,GSP,M,22,0.216,0.195,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/2/2021,3,0.420926037,0.420926037,T,1
PU-PP-213,PU-PP-213,75,70,6.953,0.085,0.163,PP,F,30,0.227,0.195,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.013,0,0,0,0,0.013,16/7/2021,14,0.460232993,0.647202646,T,3
PU-PP-50,PU-PP-50,71,67,5.132,0.151,0.088,PP,F,22,0.23,0.195,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.02,0,0,0,0,0,0,0,0,0,0,0.02,20/2/2021,4,0.681995323,1.071706937,T,2
PU-PP-68,PU-PP-68,71,64,5.3,0.147,0.076,PP,F,22,0.201,0.195,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/2/21,4,0.113207547,0.113207547,T,3
PU-KSB-42,PU-KSB-42,71,62,5.03,0.088,0.052,KSB,F,22,0.228,0.196,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.013,0,0,0,0,0,0,0,0,0,0,0.013,21/2/21,4,0.636182903,0.894632207,T,3
PU-KSS-51,PU-KSS-51,64,61,3.835,0.103,0.016,KSS,M,22,0.221,0.196,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,8/4/2021,7,0.651890482,1.12125163,T,3
PU-GSP-55,PU-GSP-55,68,64,5.076,0.119,0.016,GSP,M,22,0.215,0.197,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/2/2021,3,0.354609929,0.354609929,T,1
PU-GSP-272,PU-GSP-272,73,67,6.536,0.106,0.084,GSP,F,30,0.243,0.198,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.029,0,0,0,0,0.029,7/7/2021,13,0.688494492,1.132190942,T,2
PU-PP-157,PU-PP-157,64,62,4.61,0.097,0.239,PP,F,30,0.225,0.198,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.011,0,0,0,0,0.011,18/5/2021,10,0.585683297,0.824295011,T,3
PU-GSP-224,PU-GSP-224,66,62,4.908,0.072,0.257,GSP,M,30,0.233,0.199,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,18/5/2021,10,0.692746536,1.140994295,T,
PU-GSP-234,PU-GSP-234,66,62,5.348,0.112,0.714,GSP,F,30,0.231,0.199,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,6/6/2021,11,0.598354525,0.953627524,T,1
PU-PP-63,PU-PP-63,72,68,5.851,0.133,0.082,PP,F,22,0.27,0.199,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.045,0,0,0,0,0,0,0,0,0.045,21/02/2021,4,1.213467783,1.982567083,T,3
PU-GSP-205,PU-GSP-205,62,60,4.499,0.112,0.263,GSP,F,30,0.249,0.2,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,18/5/2021,10,1.089130918,1.733718604,T,1
PU-GSP-54,PU-GSP-54,74,70,6.223,0.165,0.106,GSP,F,22,0.228,0.201,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0.001,6/2/2021,3,0.433874337,0.449943757,T,1
PU-GSP-238,PU-GSP-238,66,62,5.101,0.084,0.139,GSP,F,30,0.23,0.204,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.008,0,0,0,0,0,0,0,0,0,0,0.008,6/6/2021,11,0.50970398,0.666535973,T,1
PU-GSP-62,PU-GSP-62,70,66,5.634,0.128,0.01,GSP,M,22,0.212,0.205,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,4,0.124245651,0.124245651,T,1
PU-KSB-81,PU-KSB-81,63,59,3.6,0.067,0.004,KSB,M,10,0.221,0.205,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0.009,9/4/2021,7,0.444444444,0.694444444,T,3
PU-GSP-153,PU-GSP-153,66,62,4.604,0.135,0.089,GSP,F,23,0.206,0.206,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3/4/2021,7,0,0,T,1
PU-PP-103,PU-PP-103,72,67,5.491,0.1,0.017,PP,M,22,0.321,0.207,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.064,0,0,0,0,0,0,0,0,0,0,0.064,18/3/2021,6,2.076124567,3.241668184,T,3
PU-GSP-196,PU-GSP-196,61,58,3.98,0.074,0.076,GSP,M,30,0.258,0.208,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,4/5/2021,9,1.256281407,2.110552764,T,1
